title	score	num_comm	created	content	sources
"CRISPR, the revolutionary genetic ""scissors,"" honored by Chemistry Nobel"	5782	291	2020-10-07 15:40:49	None	None
Turkey Arrested and Illegally Detained a Canadian permanent resident, a PhD student and a member of the LGBTQ community, Cihan Erdal, simply for signing a letter six years ago	5682	352	2020-09-29 05:00:03	None	None
E-cigarettes to become available as prescription-only items in Australia from June 2021: The Therapeutic Goods Administration has announced an interim decision to reclassify nicotine as a prescription-only medication	5677	860	2020-09-23 14:06:32	None	None
Nigeria’s government has dissolved an infamous police unit plagued with allegations of extrajudicial killings and abuse after days of protests against police brutality	5664	53	2020-10-11 23:05:57	None	None
Farmers call on UK to commit in law to ban chlorinated chicken - The National Farmers’ Union (NFU) has called on the UK government to make a legal commitment to ban chlorinated chicken and hormone-fed beef from supermarket shelves.	5632	526	2020-10-04 17:52:15	None	None
Chinese President Xi Jinping tells troops to focus on 'preparing for war'	5560	998	2020-10-14 17:30:26	None	None
Murderer who tackled London Bridge attacker with narwhal tusk pardoned	5548	431	2020-10-18 04:45:36	None	None
North Korean Ambassador Who Vanished In Italy Is Now Living In South Korea Under The Protection Of The South Korean Government	5495	162	2020-10-07 18:13:17	None	None
Japan unveils 3,000 Ton Submarine amid tensions with China.	5482	917	2020-10-14 22:16:10	None	None
Trump to approve $22B railway between Alaska and Alberta, Canada	5453	1055	2020-09-27 23:03:08	None	None
Bangladesh considers death penalty for rapists	5414	380	2020-10-10 15:47:41	None	None
Hate crime in England and Wales hits new record as racially motivated offences rocket by 4,000	5385	664	2020-10-13 15:09:01	None	None
Kushner Owed Money To Bank Tied To Taiwan’s Government During WH Tenure, New Book Reveals	5370	235	2020-09-27 10:44:04	None	None
16,000 Covid-19 cases go unreported in England due to technical error - The BBC has confirmed the missing Covid-19 test data was caused by the ill-thought-out use of Microsoft's Excel software - files used older XLS format which is limited to 65,000 rows with further cases simply left off.	5340	418	2020-10-05 23:08:27	None	None
Beijing bans personal pilgrimages to Mecca for Chinese Muslims	5303	546	2020-10-15 15:34:21	None	None
President of Kyrgyzstan resigns following days of protests over disputed election	5304	174	2020-10-15 13:09:35	None	None
Jewish student attacked with a shovel in Germany. The suspect, 29, was dressed in military clothes and had a hand-drawn swastika in his pocket, police said.	5289	607	2020-10-05 16:51:00	None	None
Canada denounces Lukashenko's inauguration in Belarus, preparing sanctions over human rights - 'Lukashenko lacks the legitimacy to be the leader of Belarus,' minister of foreign affairs Champagne said	5297	189	2020-09-24 20:01:39	None	None
The Hubble telescope caught a supernova outshining every star in its galaxy	5231	247	2020-10-03 02:56:01	None	None
UN chief: World is living in `shadow of nuclear catastrophe’	5203	472	2020-10-03 22:34:16	None	None
The Nigerian Army has arrested a soldier who had gone on social media last week to beg colleagues not to shoot at protesters. This comes after Nigerian Army personnel opened fire on peaceful protesters on October 20th, 2020.	7196	136	2020-10-21 23:27:55	None	None
French coronavirus cases reach record level with nearly 17,000 new infections	5099	552	2020-10-03 23:12:58	None	None
Venezuela’s broken oil industry is spewing crude into the Caribbean Sea	5075	315	2020-09-29 05:17:14	None	None
Betelgeuse is 25 percent closer than scientists thought	5081	614	2020-10-17 16:55:47	None	None
French ex-president Sarkozy charged with 'criminal conspiracy'	5068	285	2020-10-16 17:13:02	None	None
Soldiers open fire on protesters in Nigeria’s Lagos as they sing the National anthem and wave flags	5091	150	2020-10-21 03:01:12	None	None
Ontario ombudsman blasts ‘outdated’ police training tool that emphasizes weapons over de-escalation, despite repeated calls for change	5035	221	2020-10-06 18:57:48	None	None
Kevin Rudd's Petition To Investigate Murdoch Broke The Australian Government's Website	4922	213	2020-10-12 19:35:57	None	None
The COVID-19 Pandemic Is Weakening Democracy Around the World, Report Finds	4898	394	2020-10-02 20:18:49	None	None
Russia could exploit its ties with US white nationalist groups to encourage election violence, experts warn	4858	511	2020-10-18 13:30:31	None	None
‘Don’t you touch me’: Halifax police officer charged after arrest that left Black teen concussed and bloody	4785	488	2020-10-08 01:57:56	None	None
"France said Tuesday it planned to ""gradually"" ban mink farms in the country as well the use of wild animals in travelling circuses and the breeding of dolphins and orcas in captivity. The country's three dolphinariums will also no longer be able to breed or bring in new dolphins or killer whales."	4727	154	2020-10-02 16:41:10	None	None
Amazon near tipping point of switching from rainforest to savannah – study | New research shows that this tipping point could be much closer than previously thought. As much as 40% of the existing Amazon rainforest is now at a point where it could exist as a savannah instead of as rainforest	4641	343	2020-10-05 20:28:20	None	None
Covid-19 tests that give results in minutes to be rolled out across world	4607	233	2020-09-28 20:13:15	None	None
Irish Farmers Association push for legalization of medicinal cannabis	4582	139	2020-10-18 01:40:02	None	None
#EndSARS : Nigerian Soldiers shoot into crowd of Youths protesting against Police Brutality in Nigeria's capital	4586	246	2020-10-21 00:08:24	None	None
Former French president Sarkozy faces historic corruption trial	4498	235	2020-10-04 08:42:49	None	None
Taiwan poll on national identity finds only 2% identify solely as Chinese	4482	397	2020-09-26 07:37:22	None	None
A Thai National Park is Mailing People's Trash Back to Them	4445	58	2020-09-28 03:09:49	None	None
IWOC Award of Finnish journalist Jessika Aro revoked by US State Deparment because of her critical tweets of President Trump	4434	269	2020-09-25 20:25:36	None	None
Ireland to go into Level 5 lockdown (highest level of restrictions) for six weeks	4435	567	2020-10-19 19:57:17	None	None
Chinese state broadcaster repeatedly pans away as Xi Jinping coughs 'violently' during key speech	4374	232	2020-10-17 14:46:09	None	None
China's super rich got $1.5 trillion richer during pandemic	4267	525	2020-10-20 14:16:13	None	None
France’s Macron says Belarus leader Lukashenko ‘has to go’ | Europe	4229	302	2020-09-27 05:45:00	None	None
'Blame the Russian Federation for My Death,' Journalist Writes Before Self-Immolation	4240	137	2020-10-02 19:29:40	None	None
A large majority of Swiss voters have rejected by a 63-37 percent margin a right-wing party’s proposal to annul a pact with the European Union allowing the free movement of people, broadcaster SRF has projected	4230	374	2020-09-27 15:43:16	None	None
New Zealand PM Jacinda Ardern poised for big win in election, poll says	4180	284	2020-10-08 14:50:18	None	None
Italy's olive oil production drops by a quarter as 'tree leprosy' takes toll | World news	4161	225	2020-10-17 20:51:34	None	None
Merkel Warns of New Dangerous Wave of Coronavirus within Coming Months	4164	350	2020-10-03 20:14:20	None	None
Thai democracy protesters defy ban for 4th day	4160	48	2020-10-18 18:00:34	None	None
Earth breaks September heat record, may reach warmest year- Earth has had 44 straight Septembers where it has been warmer than the 20th century average and 429 straight months without a cooler than normal month, according to NOAA. The hottest seven Septembers on record have been the last seven.	4058	330	2020-10-15 16:39:58	None	None
Astronomers witness 'spaghettification' of star shredded by a black hole	4038	214	2020-10-18 11:17:31	None	None
A B.C. research project gave homeless people $7,500 each — the results were 'beautifully surprising'	4008	531	2020-10-08 14:09:42	None	None
Near extinction' of influenza in NZ as numbers drop due to lockdown	3920	449	2020-10-11 08:23:22	None	None
Black hole seen eating star, causing 'disruption event' visible in telescopes around the world	3889	312	2020-10-12 16:32:23	None	None
Israelis who fell sick with COVID-19 twice: Second time was worse	3875	445	2020-09-29 14:23:48	None	None
Bangladesh approves death penalty for rape cases after protests	3871	220	2020-10-12 14:29:02	None	None
Coronavirus in Germany: Angela Merkel urges people to stay home 'whenever possible'	3845	272	2020-10-17 21:25:57	None	None
Canada Rejects Chinese Warning Against Granting Asylum to Hong Kong Protesters	3837	254	2020-10-16 22:53:58	None	None
Experts are concerned that AstraZeneca has not been more forthcoming about two participants who became seriously ill after getting its experimental vaccine.	3820	282	2020-09-26 17:47:36	None	None
Fewer than half of Canadians feel safer when they see a police officer, poll finds	3815	351	2020-10-10 07:46:12	None	None
Donald Trump says Canada wants to reopen its border with the U.S. Not so fast, says Minister Bill Blair	3800	390	2020-09-26 20:49:35	None	None
Israel Police organized crime unit is targeting anti-Netanyahu protest leaders	3782	251	2020-10-18 18:28:43	None	None
Norway says Russia behind cyber attack against its parliament	3752	189	2020-10-13 19:54:24	None	None
Coronavirus survives on skin five times longer than flu, Japan study finds	3719	154	2020-10-19 06:41:41	None	None
Negative views of China and Xi Jinping at record levels: international survey polled by Pew Research Center	3705	567	2020-10-07 11:35:53	None	None
French Nantes History museum postpones Genghis Khan exhibit due to Chinese interference; refuses to showcase revised version of Mongolian history offered by China	3697	412	2020-10-13 14:33:38	None	None
Navalny May Have Poisoned Himself, Putin Reportedly Tells Macron	3623	276	2020-09-23 18:03:41	None	None
A Dutch inventor is cleaning the world's most polluted rivers in an effort to save the oceans	3622	165	2020-10-11 11:50:53	None	None
Britain, France, Germany and Belgium in a letter to UN Security Council: 'Abhorrent poisoning of Russian Alexei Navalny is a threat to international peace'	3604	126	2020-10-02 15:48:43	None	None
Russian opposition leader Alexey Navalny calls on Trump to condemn poison used against him	3520	290	2020-10-15 01:16:42	None	None
Humanity Must Stop 'Waging War on Nature' Before It Destroys Planet Earth, Warns UN Chief	3509	290	2020-10-01 14:01:58	None	None
YouTube bans coronavirus vaccine misinformation	3503	221	2020-10-15 11:59:06	None	None
Sweden bans Huawei and ZTE equipment from use in future 5G network	3492	306	2020-10-20 13:04:41	None	None
The Ozone Hole Over Antarctica Has Grown Much Deeper And Wider in 2020	3504	153	2020-10-21 08:04:07	None	None
'Real and imminent' extinction risk to whales	3376	172	2020-10-10 07:41:55	None	None
Canada cracks down on Americans who break coronavirus rules - Those caught breaking Canada's strict coronavirus rules are getting hefty fines.	3388	346	2020-10-19 08:23:58	None	None
Russian scientists baffled after thousand of sea creatures washed up on the east coast. The pictures showed dead octopuses, crabs, sea urchins and other sea animals.	3344	203	2020-10-11 19:15:00	None	None
The people versus the King: Thailand's unprecedented revolt pits the people against the King.	3334	234	2020-10-14 19:34:05	None	None
Silent Extinction: World Giraffe Population Is Dropping Dramatically Throughout World	3309	173	2020-10-07 20:12:38	None	None
Belarus cancels all accreditation for foreign journalists	3201	98	2020-10-03 12:16:13	None	None
Uighurs could be allowed to seek genocide ruling against China in UK	3182	180	2020-09-29 16:31:29	None	None
China denies destroying thousands of mosques, dismisses Australian report as foreign slander	3171	363	2020-09-26 19:14:16	None	None
Hong Kong activist Joshua Wong arrested on suspicion of participating in an unauthorised assembly	3157	281	2020-09-24 10:45:16	None	None
Seven countries join NASA to explore the Moon peacefully, transparently | Signing the Artemis Accords alongside the United States were Australia, Canada, Japan, Luxembourg, Italy, the United Kingdom, and the United Arab Emirates	3085	314	2020-10-14 01:28:05	None	None
Covid 19 coronavirus: Jacinda Ardern sends Trump New Zealand's best wishes	3038	373	2020-10-03 08:04:28	None	None
New super-enzyme eats plastic bottles six times faster	2986	141	2020-09-29 00:42:34	None	None
In greater Paris, 40 percent of homeless are infected with Covid-19	2957	77	2020-10-11 20:12:58	None	None
'Big pieces' of Kilimanjaro 'missing' due to climate crisis, says ice climber Will Gadd	2954	201	2020-10-15 14:29:31	None	None
Assailants shoot and kill prominent Kashmir lawyer who sought to defend Kashmir’s right to self-determination from India	2941	198	2020-09-26 18:19:06	None	None
France clamps down on use of weedkiller glyphosate in farming	2926	302	2020-10-11 19:43:30	None	None
U.S. borders with Canada, Mexico to stay closed to non-essential travel until November 21	2864	273	2020-10-19 19:07:45	None	None
Fighting erupts between Armenia, Azerbaijan; 16 killed	2849	420	2020-09-27 21:42:26	None	None
"New images reveal China's growing detention centre network - The Chinese government has been expanding its detention centres in the remote Xinjiang region, new satellite imagery reveals, despite Beijing’s claims that all detainees have ""graduated"" from the ""re-education camps""."	2842	222	2020-09-24 06:09:23	None	None
Large Danish pension fund blacklists China, due to systemic humans rights violations	2820	109	2020-09-24 18:58:26	None	None
Murdoch's sway on politics warrants royal commission (written by former Australian Prime Minister Kevin Rudd).	2812	158	2020-10-19 00:52:57	None	None
Boris Johnson says it's time to 'get ready' to prepare for no deal Brexit with EU	2809	705	2020-10-16 15:16:33	None	None
Russian rocket fuel leak likely cause of marine animal deaths	2785	127	2020-10-06 01:06:26	None	None
Alexei Navalny Says Russia's Putin Had Him Poisoned With Nerve Agent	2784	83	2020-10-02 00:43:19	None	None
Suicide spike in Japan shows mental health toll of coronavirus	2770	400	2020-10-09 10:21:01	None	None
'Turkey has a clear objective of reinstating the Turkish empire', Armenian PM says	2731	520	2020-10-03 10:08:38	None	None
Dutch researchers report first death from COVID-19 reinfection	2729	142	2020-10-13 01:32:20	None	None
Scientists discover new organ in the throat	2838	333	2020-10-21 15:17:08	None	None
UK schools told not to use anti-capitalist material in teaching	2719	818	2020-09-27 15:29:58	None	None
Russian Cleaner asked by boss/local politician to run for election so he can beat someone and claim legitimacy wins election by landslide instead	2721	105	2020-09-30 07:38:58	None	None
‘Catastrophic floods’: 105 killed, 5 million affected in Vietnam	2714	119	2020-10-20 14:48:41	None	None
Pussy Riot Members Arrested After LGBT Flag Protest - Art Collective Raised Flags on Government Buildings to Mark Putin’s 68th Birthday	2657	71	2020-10-08 17:05:50	None	None
Melting Antarctic ice will raise sea level by 2.5 metres – even if Paris climate goals are met, study finds | Environment	2621	395	2020-09-24 17:58:43	None	None
[YLE] Russian Historian Who Uncovered Stalin's Mass Graves Has Sentence Increased by a Decade	2607	236	2020-09-30 15:45:23	None	None
Canada to keep U.S. border curbs until pandemic is much less serious	2602	215	2020-10-03 05:24:05	None	None
US-inspired rightwing extremism an 'insidious' threat to Australia, government study finds	2599	267	2020-10-09 07:20:11	None	None
Astronauts Plug Leak On The International Space Station With The Help Of Floating Tea Leaves	2626	163	2020-10-21 12:27:14	None	None
With the olive harvest season in Palestine in full force, Israeli settlers vandalize hundreds of trees	2579	497	2020-10-14 21:23:12	None	None
New British standard for biodegradable plastic introduced - Plastic claiming to be biodegradable will have to pass a test to prove it breaks down into a harmless wax which contains no microplastics or nanoplastics in order to make the grade, published by the British Standards Institution.	2533	46	2020-10-01 16:11:40	None	None
Protesters in Minsk demanding the release of political prisoners were met by police firing water cannons. Tens of thousands of people have taken to the streets of Belarus to oppose long-time leader Alexander Lukashenko.	2524	32	2020-10-04 17:40:14	None	None
'Sliding towards extinction': koala may be given endangered listing as numbers plummet	2434	128	2020-09-25 14:09:38	None	None
"Russia puts Belarus opposition leader Tikhanovskaya on its wanted list on ""a criminal charge"""	2429	73	2020-10-08 04:51:47	None	None
Vancouver council approves $30M plan to house homeless people	2338	274	2020-10-09 20:08:27	None	None
Scientists find intact brain cells in skull of man killed in Vesuvius eruption nearly 2,000 years ago	2324	153	2020-10-06 04:53:57	None	None
First Nation chief says he fears for his people after attacks on Mi'kmaw lobster fishery	2316	577	2020-10-16 16:23:25	None	None
Over 100,000 March in Belarus Against Authoritarian Leader	2183	71	2020-10-05 06:57:46	None	None
Investigation launched after black barrister mistaken for defendant three times in a day - England and Wales courts head apologises after Alexandra Wilson describes having to ‘constantly justify existence’	2180	285	2020-09-24 21:00:12	None	None
39 nations including US, Japan and many EU nations demand China respect human rights rights in Xinjiang, Tibet and Hong Kong	2116	438	2020-10-07 07:49:01	None	None
Google Says Biggest DDoS Attack on Record Hit the Company in 2017. The 2.5Tbps attack was likely the work of state-sponsored hackers using internet service providers in China	2110	170	2020-10-17 15:21:00	None	None
The first room-temperature superconductor has finally been found	2100	319	2020-10-15 05:53:02	None	None
Navalny says Russian authorities poisoned him as threat ahead of parliament elections	2089	51	2020-10-06 15:50:54	None	None
Over 1,000 get coronavirus at Sri Lanka factory that made masks for US	2063	97	2020-10-10 01:05:21	None	None
Thousands of Xinjiang mosques destroyed or damaged, report finds	2061	423	2020-09-25 12:14:20	None	None
Chilean Policeman Arrested for Throwing a Young Man From a Bridge	2042	118	2020-10-04 18:48:04	None	None
DNA test confirms that the Indian army killed three Kashmiri labourers, including a minor, in a fake encounter. The families are demanding the bodies back for burial.	2041	105	2020-09-27 20:43:59	None	None
Taiwan official in hospital after alleged 'violent attack' by Chinese diplomats in Fiji	2034	238	2020-10-19 09:52:37	None	None
Ireland may return to full national lockdown for six weeks in 'surprise move'	2022	173	2020-10-19 21:13:29	None	None
Leaked documents reveal tougher coronavirus measures and new lockdown planned for England | New lockdown would potentially entail harsher restrictions including the closure of pubs and a ban on all social contact outside household groups	2020	233	2020-10-05 05:52:01	None	None
Nagorno-Karabakh: Armenia and Azerbaijan clashes resume as Iran promises peace plan	2014	278	2020-10-07 19:23:14	None	None
North Koreans systematically raped, tortured and degraded in jail, says rights group	1993	182	2020-10-19 15:12:34	None	None
Bangladesh sentences five men to death for gang rape of teen	1982	126	2020-10-16 06:00:41	None	None
Beekeeper dumps nest with 1,500 Asian hornets outside town hall in France	2240	249	2020-10-21 20:09:41	None	None
Trudeau vows to stand up to China’s coercive diplomacy	1926	215	2020-10-13 23:37:20	None	None
20 year US ban on UK beef due to Mad Cow disease lifted.	1907	439	2020-10-06 20:20:44	None	None
New Zealand prime minister's party promises to ban conversion therapy	1880	136	2020-10-05 21:14:59	None	None
Jacinda Ardern admits cannabis use in heated New Zealand debate	1877	468	2020-09-30 21:31:55	None	None
North Korean defector says sexual abuse by South Korean spies broke her trust and her dream	1879	176	2020-10-01 16:15:25	None	None
Romanian villagers re-elect mayor despite his COVID-19 death	1856	133	2020-09-28 16:15:33	None	None
Divided world is failing COVID-19 test, says frustrated U.N. chief	1859	137	2020-10-18 01:57:33	None	None
Russia sent three of its MiG-29 fighters to Armenia using Iranian airspace	1848	489	2020-10-05 01:16:14	None	None
Man Gets COVID Twice, Second Time More Severe	1846	412	2020-10-13 06:04:10	None	None
Death toll rises to 230 in Nagorno-Karabakh clash between Armenia and Azerbaijan	1838	250	2020-10-04 04:25:11	None	None
Brexit: Anger as ministers use obscure rule to deny MPs a vote on blocking chlorinated chicken imports	1837	256	2020-10-11 14:33:04	None	None
Macron reprimands Turkey, accusing Erdogan of sending 'jihadists' to Azerbaijan	1837	356	2020-10-02 05:39:59	None	None
Canada will ban single-use plastic items by the end of next year	1804	161	2020-10-15 21:21:21	None	None
Germany grants asylum to Hong Kong student arrested for 'rioting,' activist group says	1806	86	2020-10-20 07:01:54	None	None
The coronavirus has now killed more than 1 million people and upended the global economy in less than nine months	1801	229	2020-09-29 07:03:30	None	None
Israel under diplomatic fire over sale of arms to Azerbaijan	1791	469	2020-10-06 12:36:07	None	None
Nagorno-Karabakh: Armenia and Azerbaijan agree ceasefire	1754	114	2020-10-10 04:37:16	None	None
Water cannon used on protesters in Thailand	1759	96	2020-10-16 16:46:37	None	None
"Pathogens In The Permafrost: A New Climate Change Health Risk ""Deadly pathogens, frozen for tens of thousands of years in the soil of the Arctic circle, suddenly freed and reactivated because of global warming."""	1709	183	2020-10-05 14:50:59	None	None
Canada’s Trudeau announces $100M for food banks amid coronavirus pandemic	1700	150	2020-10-10 07:56:10	None	None
Russia and China are biggest threats to U.K., new MI5 intelligence boss says	1689	199	2020-10-14 19:07:27	None	None
Neanderthal genes linked to severe COVID-19; Mosquitoes cannot transmit the coronavirus	1687	345	2020-10-01 04:20:39	None	None
A long-delayed flood barrier system successfully protected Venice from a high tide for the first time on Saturday, bringing big relief to the lagoon city after years of repeated inundations.	1641	62	2020-10-03 18:11:42	None	None
Rogue SARS police unit in Nigeria is allegedly extorting, torturing, and murdering civilians	1629	72	2020-10-04 17:50:39	None	None
UK Coronavirus: People might have been infected after 'IT failure' missed 16,000 COVID cases, minister admits	1623	160	2020-10-05 13:23:41	None	None
North Korea tells U.N. that now it has 'effective war deterrent' it will focus on economy	1624	339	2020-09-30 02:04:49	None	None
Thai protestors were hit with high pressure water cannon. The authority still have yet to confirm what chemical they put in the water.	1620	69	2020-10-17 20:56:12	None	None
Azerbaijan and Armenia clash over disputed Nagorno-Karabakh region	1586	666	2020-09-27 10:26:40	None	None
Canadian professor's website helps Russia spread disinformation, says U.S. State Department	1581	156	2020-10-21 15:37:23	None	None
Canada ranked the most accepting country for migrants in 2019	1540	569	2020-09-25 07:50:02	None	None
Four stabbed outside former Charlie Hebdo offices in Paris	1536	432	2020-09-25 15:06:16	None	None
Pollution killing sea life in Russian far east.	1520	52	2020-10-05 17:42:48	None	None
Members of the European Parliament have written to Amazon boss Jeff Bezos asking if his company is hiring intelligence agents to spy on politicians, trade unionists, and members of staff.	1523	145	2020-10-07 21:24:31	None	None
Melting Antarctic Ice Exposes 800-Year-Old Penguins That Still Look Fresh	1524	109	2020-10-04 19:40:55	None	None
COVID-19 becomes the 13th deadliest pandemic of all time	1518	303	2020-10-20 22:34:35	None	None
Haiti is going through its most violent era since 2005, government is behind it, experts say	1487	100	2020-10-10 21:29:00	None	None
Taiwan president to pledge strong defences as China tensions rise	1486	290	2020-10-09 22:37:47	None	None
Microsoft attempts to disrupt Russian criminal botnet Trickbot	1475	80	2020-10-13 03:23:45	None	None
Single use plastic banned in United Kingdom	1479	191	2020-10-01 10:31:03	None	None
Outcry grows over Canada indigenous woman's death	1467	179	2020-10-01 21:11:50	None	None
Rwanda gives the green light to medicinal cannabis cultivation	1467	58	2020-10-14 12:39:33	None	None
'I never saw stars before': Gene therapy brings back 8-year-old Canadian boy's sight	1461	61	2020-10-19 00:56:01	None	None
Used Coronavirus tests handed out by mistake in Birmingham England	1449	113	2020-10-14 16:32:01	None	None
Almost 40 per cent of French nurses 'want to quit', finds shock study	1452	170	2020-10-12 07:42:04	None	None
Israeli soldiers raid a Palestinian village at night, terrifying residents – for training purposes	1449	348	2020-10-09 20:14:59	None	None
WHO official urges world leaders to stop using lockdowns as primary virus control method	1425	614	2020-10-12 02:40:08	None	None
North Korea just unveiled what appears to be a new intercontinental ballistic missile, and it's huge | Expert North Korea watchers said in early analysis the road-mobile, liquid-fueled missile was massive, with one suspecting that it might be capable of carrying multiple nuclear warheads.	1425	345	2020-10-10 18:13:20	None	None
China sends vessels, planes as U.S. warship sails near South China Sea islands	1418	456	2020-10-10 15:59:21	None	None
Greenland is about to lose ice faster than any time since the last ice age	1414	92	2020-10-01 06:16:23	None	None
Russia suspected of Cold War-style microwave attack on CIA agents in Australia	1453	247	2020-10-21 16:27:52	None	None
It Took Facebook More Than A Year To Remove An Azerbaijan Troll Farm	1385	57	2020-10-08 23:28:26	None	None
Japan angered by unveiling of Korean 'comfort woman' statue in Berlin	1379	454	2020-10-01 17:21:59	None	None
12-Year-Old Becomes Youngest Person Ever To Build Working Nuclear Reactor	1347	247	2020-10-08 18:57:46	None	None
"After China state media said Trump ""paid the price"" for COVID-19 response, President Xi wishes him well"	1345	177	2020-10-03 18:35:27	None	None
The European commission is appealing against a court ruling that said Apple did not have to pay €13bn (£11.9bn) in alleged back taxes to the Irish government, reopening a landmark battle in the EU’s campaign to stop sweetheart deals for multinationals.	1329	64	2020-09-27 14:09:10	None	None
MPs launch legal action over COVID contracts after the UK government has failed to account for £3bn spent on private contracts since the start of lockdown	1330	38	2020-10-12 00:39:45	None	None
Water on Mars: discovery of three buried lakes intrigues scientists	1313	102	2020-09-29 00:06:51	None	None
95% of Marine Life on Sea Floor Killed in Kamchatka Eco-Disaster, Scientists Say	1311	100	2020-10-07 02:39:06	None	None
Belarus: Thousands turn out for protests despite police threat to open fire	1303	15	2020-10-18 22:49:26	None	None
French coronavirus cases set new 24-hour record with nearly 27,000 infections	1297	241	2020-10-11 00:36:18	None	None
UK will provide free college courses to anyone over the age of 18 without A levels or equivalents (Exams taken at 18) to help them retrain for different jobs	1289	96	2020-09-29 18:38:03	None	None
‘Long time coming’: Experts support push for Royal Commission into Murdoch media	1280	41	2020-10-13 13:15:08	None	None
Thailand's young pro-democracy protesters challenge military and monarchy. A young progressive movement in Thailand is demanding reform to the country's traditional political structure. They are up against a deeply entrenched alliance between the monarchy and the military.	1277	80	2020-10-17 20:52:18	None	None
Study finds 14 million metric tons of microplastics on the seafloor	1252	83	2020-10-06 14:02:56	None	None
Amazon faces strikes in Germany on busy Prime Day	1248	105	2020-10-13 14:44:57	None	None
Sweden to increase military spending by 40% over 5 years as tension with Russia grows	1249	301	2020-10-15 23:27:51	None	None
Rape and killing of Dalit woman in India sparks mass outrage	1244	154	2020-10-01 03:51:15	None	None
Nobel Prize in Chemistry awarded to Emmanuelle Charpentier and Jennifer A. Doudna for 'rewriting the code of life'	1242	52	2020-10-07 14:12:39	None	None
Protesters over ‘rigged’ election break into government headquarters in Kyrgyzstan capital	1245	78	2020-10-06 03:40:51	None	None
Dentists fear a ‘tsunami’ of post-lockdown tooth decay	1235	241	2020-09-27 11:54:21	None	None
"Taiwan wants strong U.S. defense to make invasion ""painful"" as China conflict fears grow"	1224	395	2020-10-12 23:05:22	None	None
Covid-19 virus 'survives on some surfaces for 28 days'	1216	194	2020-10-11 20:15:15	None	None
Irish town cuts ties with ‘LGBT-free’ Polish twin in growing culture war	1221	290	2020-10-21 10:40:38	None	None
Finland suspends extraditions to Hong Kong, prompting response from Beijing	1198	44	2020-10-20 13:51:44	None	None
One-third of Toronto’s community outbreaks related to bars and restaurants, says new COVID-19 data	1185	75	2020-10-09 17:56:22	None	None
'Boomerang' trend of young adults living with parents is rising	1187	465	2020-10-18 23:18:27	None	None
“This is no time for austerity,” Canada to build national childcare program	1178	153	2020-09-24 00:30:28	None	None
Japan protests to China for entering Japanese waters	1168	169	2020-10-14 15:37:07	None	None
'Whatever it takes:' Edmonton mayor pledges to end homelessness this fall	1165	195	2020-10-04 22:44:10	None	None
Thousands of Israelis protest against Netanyahu despite lockdown	1166	53	2020-10-04 03:14:28	None	None
Former Gitmo Navy commander sentenced to 2 years for lying about civilian's death	1155	64	2020-10-10 02:42:50	None	None
Regal Cinemas Parent Cineworld to Close All Theaters in US and UK	1149	285	2020-10-04 08:09:09	None	None
"At least three people died in detention centres housing thousands of Ethiopian migrants in Saudi Arabia, Amnesty International says. The migrants were facing ""unimaginable cruelty"" - including being chained together in pairs, and using their cells floors as toilets, the rights group said."	1139	42	2020-10-02 16:59:46	None	None
Canadian detained in China 'astonished' to learn about scale of Covid pandemic	1134	205	2020-10-12 07:16:16	None	None
Armenian PM says Turkey taking new genocidal path	1128	210	2020-10-02 08:17:42	None	None
Death toll from global pandemic nears one million	1115	188	2020-09-28 11:42:09	None	None
China confirms death of Uighur man whose family says was held in Xinjiang camps	1106	127	2020-10-03 12:10:09	None	None
Hundreds protest as Indian rape victim dies weeks after assault	1095	110	2020-09-30 11:58:20	None	None
H&M has been fined $41 million for violating its workers' privacy. The company's service center in Germany recorded private information about 'several hundred employees,' an investigation found.	1093	38	2020-10-05 14:00:37	None	None
John McAfee Arrested in Spain on US Criminal Charges	1094	129	2020-10-06 02:14:47	None	None
Azerbaijan using cluster munitions against Karabakh civilians	1090	286	2020-10-06 10:36:24	None	None
Trump aide urges Taiwan to 'fortify' against Chinese attack	1091	270	2020-10-17 05:48:00	None	None
Kenzo fashion designer Kenzo Takada dies from COVID-19	1083	13	2020-10-04 20:00:39	None	None
"300 cocaine packages wash ashore on Dutch beach; ""drug tourists"" look for more"	1076	93	2020-10-10 16:08:13	None	None
Australian jailed for Islamophobic attack on pregnant woman	1077	174	2020-10-02 11:47:54	None	None
Philippine President Rodrigo Duterte says he could be held responsible for the thousands of killings under his anti-drugs crackdown and was ready to face charges	1078	174	2020-10-20 08:23:09	None	None
Japan to release 1m tonnes of contaminated Fukushima water into the sea	1086	292	2020-10-16 13:04:03	None	None
Russia spreading lies about Covid vaccines, says UK military chief	1062	90	2020-10-01 10:13:30	None	None
Dangerous beauty: UK moves to ban Botox, lip fillers for teens | United Kingdom News	1055	75	2020-10-18 09:17:33	None	None
'A Conspiracy to Kidnap’: U.S. Immigration Agents Rounded Up Immigrants in a Foreign Country and Deported Them	1047	61	2020-10-14 00:32:44	None	None
Environmental Disaster: 95% Ocean Life in Russian Remote Region Has Been Wiped Out	1030	48	2020-10-08 16:27:22	None	None
6 Americans fined for violations while driving through Canada to Alaska — despite tougher rules | CBC News	1015	276	2020-10-06 16:27:48	None	None
David Attenborough and Prince William launch £50m 'Earthshot' prize fund to help save planet	1003	84	2020-10-08 13:43:21	None	None
