title	score	num_comm	created	content
Asbestos, a Canadian Mining Town, Votes to Detoxify Its Name	123	16	2020-10-21 16:38:07	
France shuts Paris mosque in crackdown after teacher's beheading	120	12	2020-10-20 22:57:35	
Plans to seal records of Irish mother and baby homes draw concern and criticism	122	6	2020-10-23 11:30:33	
Trump announces that Israel and Sudan have agreed to normalize relations	118	39	2020-10-23 21:01:22	
Slovakia to test whole country for coronavirus	118	8	2020-10-18 20:58:32	
Taiwan charges Chinese fishing boat captain with the murder of four suspected Somali pirates	118	48	2020-10-20 21:39:50	
France: Head of pro-Hamas group and parent put fatwa on beheaded French teacher	116	13	2020-10-19 14:38:24	
New coronavirus restrictions in Europe; Merkel warns of hard days	115	7	2020-10-18 23:58:12	
Norway funds satellite map of world's tropical forests	115	4	2020-10-23 21:07:01	
French paper La Nouvelle Republique threatened after publishing Mohammad cartoons	114	12	2020-10-21 19:25:30	
Satellite images indicate Russia is preparing to resume testing its nuclear-powered cruise missile	115	24	2020-10-20 19:58:53	
Australia Bans Imports Of Hentai And Adult Anime Products From Japan	117	50	2020-10-23 01:05:57	
France beheading: Minister wants to dissolve Islamic NGOs after murder of teacher Samuel Paty	108	136	2020-10-19 18:42:54	
French dairy giant accused of polluting country's famous rivers for years	112	10	2020-10-23 19:59:44	
Greek court imprisons far-right Golden Dawn party leadership	110	7	2020-10-22 14:54:40	
US Air Force Confirms One Of Its RC-135W Spy Planes Flew Over Taiwan	111	25	2020-10-23 06:19:36	
EU awards human rights prize to Belarus opposition	111	5	2020-10-22 14:47:25	
Boris Johnson still refusing to restart Brexit negotiations despite ticking no-deal clock	104	30	2020-10-21 17:06:22	
Crown chairman Helen Coonan admits casino 'facilitated' money laundering	102	6	2020-10-20 16:34:29	
France surpasses 1 million confirmed virus cases amid spike, including 42,032 new cases reported in the past 24 hours	105	20	2020-10-23 23:15:22	
At least 11 women have been killed and many more injured in a stampede in a stadium in Afghanistan where people were applying for visas, officials say.	107	22	2020-10-21 14:42:58	
China approves new law to protect whistleblowers and prevent epidemics	101	32	2020-10-19 12:28:07	
Polluted air killing half a million babies a year across globe	101	9	2020-10-22 16:38:07	
Former government lawyer ‘ashamed’ of defending UK over Saudi arms sales	104	7	2020-10-21 23:48:36	
EU & UK Announce Sanctions Against Russian Officials Over Alexey Navalny Poisoning.	100	5	2020-10-18 23:00:46	
Farmers ask EU parliament to ban terms such as 'veggie burger'	105	104	2020-10-20 15:58:33	
'Savage' NZ interview of politician Jami-Lee Ross gains international audience	101	20	2020-10-19 09:53:54	
Europe becomes second region to cross 250,000 deaths as second COVID wave hits	117	32	2020-10-25 00:21:21	
Life-sized Godzilla theme park attraction launches in Japan	105	24	2020-10-22 01:50:10	
Tens of thousands march in Belarus despite firearms threat	100	3	2020-10-19 07:05:28	
At Least 18 Dead, Including Children, In Suicide Attack In Afghan Capital	103	5	2020-10-24 21:36:28	
Polish academics protest ‘fundamentalist’ education minister	101	3	2020-10-23 11:53:43	
Fukushima's Radioactive Water Containing Carbon-14 Can Damage Human DNA, Says Greenpeace	93	38	2020-10-23 18:43:34	
Japan to reduce greenhouse-gas emissions to net zero by 2050	97	15	2020-10-21 18:38:00	
Thailand lifts protest ban that backfired	102	1	2020-10-24 15:47:45	
Long-term heart damage likely in some Covid-19 survivors, review finds	98	4	2020-10-20 09:15:51	
India Considers Taiwan Trade Talks as Both Spar With China	92	4	2020-10-21 07:25:02	
Over 27 Million people have recovered from COVID-19 globally	94	20	2020-10-22 11:12:22	
Chance for Chile to forge new path in vote to scrap Pinochet-era constitution	92	11	2020-10-22 18:23:14	
New measurements of the solar spectrum verify Einstein’s theory of General Relativity: An international team of researchers has measured, with unprecedented accuracy, the gravitational redshift of the Sun, and their results verified one of the predictions of Einstein’s General Relativity	96	13	2020-10-19 11:25:03	
Poland abortion ruling: Protests spread across the country	93	2	2020-10-23 23:56:31	
U.S. Embassy in Turkey Issues Terrorism Alert and Halts Services	93	5	2020-10-23 23:39:49	
Greece: Convicted former Golden Dawn lawmaker on the run after being sentenced to prison	92	2	2020-10-23 13:29:23	
Brexit: Boris Johnson turns down EU offer to restart trade talks	91	43	2020-10-20 05:37:36	
Ireland has imposed a 6 week lockdown	94	12	2020-10-20 00:28:26	
EU removes Canadians from list of approved travellers, because of COVID-19	87	37	2020-10-21 19:09:43	
Fiancee of Khashoggi, human rights group sue Saudi crown prince in U.S.	93	4	2020-10-21 01:16:10	
NZ Prime Minister Jacinda Ardern says she's 'grateful just for being here again' in social media post	89	5	2020-10-19 17:12:36	
Thai protesters give PM three days to quit	86	5	2020-10-21 22:56:05	
Australia will resume a contentious naval exercise alongside India, Japan and the US, in a move set to antagonise China.	86	12	2020-10-20 04:45:22	
Poland moves to near-total ban on abortion, sparking protests	85	11	2020-10-24 00:35:24	
Oxfam: Rich countries are not delivering on $100bn climate finance promise	85	5	2020-10-20 13:59:44	
France mourns teacher Samuel Paty, as government mobilizes against Muslim groups	85	15	2020-10-21 16:22:51	
NASA chooses Nokia to build first mobile network on the Moon for future colony	81	17	2020-10-20 20:50:32	
Albania becomes first Muslim country to adopt anti-Semitism definition	93	15	2020-10-24 23:40:17	
A Venezuelan vessel carrying 1.3 million barrels of oil is tilting — and it could lead to a catastrophic oil spill	84	16	2020-10-22 11:50:57	
Russia says it's willing to freeze nuclear arsenal to extend arms treaty with the US.	79	41	2020-10-20 17:48:24	
Greek MEP Kaili Calls For New Visa Restrictions On Azerbaijanis, Dialogue For Abolishing Visas For Armenians	87	24	2020-10-20 00:27:45	
US Embassy in Turkey receives ‘credible reports’ of potential terrorist attacks and kidnappings	82	0	2020-10-23 17:45:06	
Thailand protests: State of emergency lifted after days of rallies	85	1	2020-10-22 13:47:29	
Brazilian agents intimidated government's own delegates at climate talks	81	0	2020-10-21 02:20:52	
Seven bodies found in fertilizer shipment from Serbia to Paraguay	81	19	2020-10-24 00:55:05	
Doctors in South Korea call for flu vaccinations to be paused after 25 deaths	81	17	2020-10-22 18:49:45	
World struggles as confirmed COVID-19 cases pass 40 million	79	22	2020-10-19 16:01:24	
Qatar's Al Meera removes French products amid growing boycott movement - Doha News	80	64	2020-10-24 18:09:52	
Toronto Mosque Threatened With ‘Christchurch Like Massacre’; Shut-Down Indefinitely	77	30	2020-10-21 22:18:08	
Taiwan donates 100,000 masks to Yazidis in Iraq	79	10	2020-10-19 08:10:32	
US urges countries to withdraw from UN nuke ban treaty	77	55	2020-10-22 07:58:25	
Prime Minister of Australia, Scott Morrison, names and shames Jehovah's Witnesses among four institutions for not joining National Redress Scheme and is finalising sanctions against them.	76	14	2020-10-22 05:32:34	
Air Pollution Killed Nearly Half a Million Newborn Babies Around the World in 2019: Report	77	8	2020-10-21 19:22:28	
Finger Pointed at Swiss Yodeling Concert as COVID Superspreader Event	76	12	2020-10-21 18:14:53	
Brazilian federal prosecutors and civil rights groups are opposing a project to build a grains railway in the Amazon rainforest, because of its potential impact on indigenous communities and the environment, potentially stalling the project.	86	3	2020-10-25 01:39:49	
EU cuts Canada from safe traveller list, adds Singapore	78	16	2020-10-21 21:48:28	
Iran To Import North Korean missiles In 25-Year Military Deal With China	80	10	2020-10-20 05:11:01	
Amid coronavirus, Day of the Dead in Mexico should be celebrated at home, officials say	75	5	2020-10-20 00:56:11	
"""Everyone is mortal, do not play with death,"" says The Prime Minister of Thailand; a message meant for the Thai protesters."	77	16	2020-10-19 17:05:38	
Cold water swimming may protect the brain from degenerative diseases like dementia, researchers from Cambridge University have discovered.	76	7	2020-10-19 12:37:56	
Israelis press ahead with weekly anti-Netanyahu protests	77	2	2020-10-25 00:18:51	
Final count gives Luis Arce a big victory in Bolivia election	75	14	2020-10-24 00:43:22	
Ultra-Orthodox wedding held in Arab town in effort to avoid detection	73	16	2020-10-23 16:54:43	
One in 10 UK workers asked to work by bosses during furlough	79	1	2020-10-23 11:42:55	
NASA mission to collect a sample on asteroid Bennu is ready for touchdown	76	3	2020-10-20 16:41:16	
ISIS attacks surge in Africa even as Trump boasts of a ‘100-percent’ defeated caliphate	74	10	2020-10-19 09:46:03	
Vietnam landslide hits army camp, buries 22 personnel	77	2	2020-10-18 23:37:01	
Japanese craft breweries are turning unsold beer into gin	78	7	2020-10-23 10:37:19	
China vows retaliation if US proceeds with Taiwan arms sale	78	32	2020-10-23 08:57:54	
Egypt: 49 executions carried out over 10 days in October	77	8	2020-10-23 03:40:15	
"27,000 Chinese ""retires"" to the Philippines"	74	29	2020-10-21 09:31:36	
UN stockpiling billion syringes for COVID-19 vaccine	74	4	2020-10-19 19:34:16	
North Korean detainees are treated as 'less than animals,' report alleges	71	9	2020-10-19 14:23:57	
Coronavirus: France extends overnight curfew as cases surge	72	1	2020-10-22 23:04:07	
Afghanistan conflict: Children among dead after air strike on school	73	9	2020-10-22 15:12:28	
Conjoined twins return home after successful separation	69	13	2020-10-20 00:03:53	
Venezuela's Maduro, citing Pope, asks congress to consider same-sex marriage	223	91	2020-10-25 07:05:22	
France recalls ambassador from Turkey	80	18	2020-10-24 22:36:16	
France becomes 7th country with more than 1 million COVID-19 cases	85	1	2020-10-25 02:39:49	
German man takes COVID-19 distancing rules to extreme with pepper spray	70	8	2020-10-20 18:11:34	
Sudanese protesters burn Israeli flag, reject normalization with Israel	128	27	2020-10-25 06:29:48	
U.S. suspends Turkey visa services after reports on potential attacks	69	0	2020-10-24 05:07:48	
Russia Poses Greater Election Threat Than Iran, Many U.S. Officials Say	65	4	2020-10-22 23:50:57	
Greece Finalizes Plan to Build Wall on Border with Turkey	69	46	2020-10-19 22:49:54	
World's coronavirus cases climbing at record level to 40 million	70	14	2020-10-18 22:22:45	
Czech health minister set to lose job after breaching his own Covid rules	67	2	2020-10-23 16:37:07	
China insists Indians vacate Chushul heights, India says clear Pangong north	70	6	2020-10-19 07:59:32	
Wikipedia and WHO Join Hands to Stop the Spread of Coronavirus Misinformation	70	9	2020-10-22 21:00:19	
Scientists discover possible new organ in the human throat	67	16	2020-10-23 09:58:04	
China blames Taiwan flag cake for provoking 'wolf warriors' in Fiji	68	15	2020-10-20 12:59:01	
Russia planned cyber-attack on Tokyo Olympics, says UK	65	2	2020-10-19 21:06:54	
French startup Ynsect to build world's biggest bug farm	69	7	2020-10-24 19:10:43	
As Indian government seals ‘Kashmir Times’ office with no notice, editor Anuradha Bhasin alleges vendetta for filing a SC petition against the communications blockade	64	2	2020-10-22 13:38:16	
Couple who sheltered Jewish filmmaker Roman Polanski during World War II named 'Righteous Among the Nations'	64	31	2020-10-20 16:19:52	
Kuwait takes French products off shelves in protest at anti-Prophet images	77	95	2020-10-25 04:38:20	
In Nicaragua, supplying beef to the U.S. comes at a high human cost. 'Dozens of companies import beef from Nicaragua, Thomas Foods is one of the largest, importing beef from some of the same slaughterhouses that Cunningham said are buying cattle from the ranchers attacking her community.'	63	5	2020-10-24 18:42:38	
Europe becomes second region to cross 250,000 deaths as second COVID wave hits	63	7	2020-10-24 16:27:15	
US designates six more Chinese media companies as foreign missions	62	0	2020-10-23 14:13:12	
Afghan forces kill top Qaida member al-Masri, one of US’ most wanted	268	20	2020-10-25 09:16:59	
France recalls Turkey envoy after Erdogan says Macron needs 'mental check'	154	15	2020-10-25 07:56:04	
Syrian ISIS terrorist 'who stabbed tourist to death in Germany' wanted to slaughter Christians and cut out their tongues - and was under observation on the day of the attack	73	41	2020-10-25 01:46:38	
Explosion onboard a Russian oil tanker, vessel sinking	70	11	2020-10-24 22:36:04	
10,007 Netherlands coronavirus infections for the day sets dismal record	61	4	2020-10-23 18:29:10	
Over 1 million people could come to UK from Hong Kong within five years -official estimate-	65	12	2020-10-22 17:37:10	
Ireland To Impose 6-Week National Lockdown, Estimates 150,000 Job Losses	60	1	2020-10-21 03:11:44	
‘From friends to family’: Israel and Bahrain establish diplomatic relations	60	27	2020-10-19 00:24:37	
Suicide bombing at Kabul education centre kills 18	63	5	2020-10-24 22:36:59	
Xi says China is ready for war after Trump, Biden take hard line on Beijing	61	113	2020-10-23 21:40:58	
Fake alcohol claims 71 lives in 2 weeks in Turkey	62	11	2020-10-23 17:37:59	
Poland abortion ruling: Police use pepper spray against protesters	60	0	2020-10-23 15:31:54	
India using vaguely defined laws to stifle voices of activists, says UN human rights chief	63	4	2020-10-22 11:29:23	
Study finds bottle-fed babies swallow millions of microplastics a day.	58	18	2020-10-19 21:28:38	
Wales to impose two-week deep firebreak: 'everyone must stay at home'	63	10	2020-10-19 20:00:28	
Chile anniversary rallies turn violent as churches burned, police fire tear gas	60	10	2020-10-19 05:58:40	
Stolen medical records used for extortion in Finland	66	2	2020-10-25 03:02:04	
Sudan formally recognizes Israel in United States-brokered deal to become third Muslim country to recognize Israel after United Arab Emirates and Bahrain	58	20	2020-10-23 22:15:43	
Ministry of Internal Affairs of Belarus promised to shoot at protesters “humanely”	58	11	2020-10-21 02:35:37	
Hong Kong democrats rally in support of Thailand protests as activists barred from consulate entry	55	1	2020-10-19 15:57:37	
U.S. intelligence agencies say Iran, Russia have tried to interfere in 2020 election	57	27	2020-10-22 07:41:44	
EU takes action against Malta, Cyprus for 'golden passports'	58	8	2020-10-20 16:00:41	
Ex-Hong Kong bishop calls Vatican line on China 'sickening'	56	10	2020-10-22 08:42:50	
Coronavirus: UK sees over 26,000 new Covid-19 cases, a new daily record	57	8	2020-10-22 05:15:38	
Trump Records Shed New Light on Chinese Business Pursuits	57	5	2020-10-21 08:38:37	
US sanctions six Chinese companies for trade with Iran	55	34	2020-10-20 20:57:59	
Trinidad and Tobago on alert for potential collapse of Venezuelan oil tanker. The tank carries more than a million barrels of oil and may overturn in the Gulf of Paria.	58	12	2020-10-19 21:06:27	
Covid-19: Italy tightens rules after coronavirus cases surge	60	1	2020-10-19 05:58:35	
Refusing to wear a mask in Ethiopia could cost you two years in jail	566	73	2020-10-25 09:55:41	
Polish President Andrzej Duda tests positive for COVID-19	67	4	2020-10-25 05:13:54	
Ethiopia blasts Trump remark that Egypt will 'blow up' dam	62	28	2020-10-24 22:06:19	
BBC apologizes for broadcasting appeal of convicted Hamas terrorist	60	25	2020-10-24 19:31:17	
"A new electron microscope provides ""unprecedented structural detail,"" allowing scientists to ""visualize individual atoms in a protein, see density for hydrogen atoms, and image single-atom chemical modifications."""	57	2	2020-10-22 12:37:48	
Seven people will appear before an anti-terrorism judge as part of an investigation into the beheading of a school teacher in France. The two minors who are set to appear in court are suspected of having taken money in exchange for information on Mr Paty.	59	3	2020-10-21 20:17:00	
Berlin: vandalism of museum artefacts 'linked to conspiracy theorists'	55	6	2020-10-21 10:19:22	
Nigeria protests: Anti-riot police to be deployed nationwide	57	9	2020-10-20 21:31:27	
A second wave of covid-19 sends much of Europe back into lockdown	55	0	2020-10-23 10:03:15	
Poland Court Ruling Effectively Bans Legal Abortions	53	8	2020-10-22 18:25:47	
Police in Paraguay have found a record 2.3 tonnes of cocaine hidden among a charcoal shipment destined for Israel. They said the drugs had an estimated street value of $500m (£383m). It is the largest drugs seizure police have made in the South American country.	57	15	2020-10-21 16:18:40	
Venezuela is positioning a US-sanctioned crude tanker to unload a stricken offshore storage vessel threatening to spill oil into the Gulf of Paria while Eni says it is still awaiting US clearance to help transfer the oil out of the listing vessel	55	18	2020-10-20 23:08:34	
Elon Musk's SpaceX gets CRTC application approval for Starlink satellite internet	55	15	2020-10-20 15:46:07	
Bolivia election: exit polls suggest thumping win for Evo Morales' party	56	2	2020-10-19 15:29:49	
Nigeria's President Breaks His Silence to Threaten Protesters	52	6	2020-10-23 09:45:07	
A stranded oil tanker at risk of spilling in the Caribbean looks to be safe — for now	53	5	2020-10-23 08:02:04	
Goldman Sachs unit pleads guilty in Malaysian bribery case	52	4	2020-10-23 00:23:38	
Golden Dawn leadership heading to jail after court ruling	51	5	2020-10-22 15:53:27	
Sahel region is 'canary in the coalmine' on climate, says UN official	56	6	2020-10-19 08:27:27	
U.N. arms embargoes on Iran expire despite U.S. objections	53	0	2020-10-18 23:53:32	
"Justin Trudeau's Liberals threaten to call election if Parliament votes to form ""anti-corruption"" committee"	55	31	2020-10-21 20:44:07	
Azerbaijan, Armenia say U.S. to host talks over territorial dispute	51	14	2020-10-20 18:23:24	
Operation Chinchilla Is a Go. Twenty-five of the endangered rodents are living on top of a multibillion-dollar Chilean gold reserve. Miners are going to great lengths to relocate them	48	8	2020-10-20 07:53:30	
Anti-lockdown demonstration turns violent in Prague	55	4	2020-10-19 01:13:55	
Tectonic fault line that runs through Ladakh not inactive as was thought. It's moving north, Study says.	51	1	2020-10-18 20:39:39	
Six Nations members expand road blockades around land reclamation camp in Caledonia, Ont. | A skirmish between some members of Six Nations and the OPP on Thursday afternoon by the back entrance to 1492 Land Back Lane led camp members to move to establish control over road and highway access points	48	13	2020-10-24 18:40:31	
Seven bodies found in fertilizer shipment from Serbia to Paraguay	54	8	2020-10-24 14:58:31	
Police arrest demonstrators at Melbourne protest against coronavirus lockdown restrictions	51	5	2020-10-23 09:30:28	
NASA makes history with sample of asteroid soil	46	5	2020-10-21 12:02:35	
Coca-Cola, McDonald's, Asahi and Tesla – international giants hold on to New Zealand Covid-19 wage subsidies	51	9	2020-10-20 19:04:28	
Nokia Wins NASA Contract Worth $14.1 Million To Set Up 4G Network On Moon	49	32	2020-10-20 15:09:15	
6 Russian military officers charged in vast hacking campaign	51	1	2020-10-20 01:27:56	
U.S. signs international declaration challenging right to abortion and upholding ‘role of the family’	47	32	2020-10-23 08:46:17	
Copenhagen Mayor Resigns Amid #MeToo Wave in Denmark	45	2	2020-10-23 00:13:55	
Pope endorses same-sex civil unions in new documentary film	51	9	2020-10-21 18:32:58	
EU plans to shut door to travel from Canada, sources say	50	15	2020-10-21 06:47:40	
U.S. charges Russian hackers with sweeping campaign of cyberattacks	50	8	2020-10-19 22:33:06	
U.S. military defends air strikes as Taliban warns of 'consequences'	46	17	2020-10-19 06:31:56	
Covid Puts a Spotlight on the Food Industry’s Role in Obesity	50	4	2020-10-22 10:58:56	
Russia Shot-Down A Total Of Nine Turkish Bayraktar Drones Near Its Armenia Military Base	45	6	2020-10-22 10:26:57	
U.S. tries to get Huawei blocked from Brazil's 5G networks with $1 billion financing pledge	47	3	2020-10-21 14:56:23	
Turkish central bank to hike rates 175 points to 12% amidst double-digit inflation and a record-low lira.	50	5	2020-10-19 22:54:54	
Poland's President Duda tests positive for coronavirus	45	5	2020-10-24 15:36:48	
French McDonalds employees give ‘chilling’ testimonies of discrimination and harassment	49	2	2020-10-23 19:24:54	
Trump administration notifies Congress of $1.8B in proposed weapons sales to Taiwan	43	1	2020-10-22 08:31:06	
Palestinians Accuse Sudan of 'Betrayal' for Israel Peace Deal	49	5	2020-10-24 03:06:16	
Holland releases 5,000 fleas to solve knotweed problem	43	14	2020-10-23 17:32:04	
Saudi women's summit accused of 'whitewashing' record on rights	45	3	2020-10-22 01:44:38	
Indonesia rejected US request to host spy planes	48	9	2020-10-21 08:02:27	
Farmers ask EU parliament to ban terms such as 'veggie burger'. Farmers say the measures are needed to protect consumers from being misled.	45	34	2020-10-19 21:19:47	
The UK has given training and support to Nigerian security forces, condemned for their brutal crackdown of protesters in recent weeks, The Independent can reveal.	46	1	2020-10-23 20:16:22	
Takata SEATBELTS may be faulty too, following airbag recall.	45	6	2020-10-23 12:40:30	
Germany Under Pressure to Take Sides in Nagorno-Karabakh Conflict Between Azerbaijani and Armenian Forces	42	22	2020-10-22 21:59:20	
Sudan will normalize ties with Israel	45	9	2020-10-22 11:11:49	
Demanding Investigation, Amnesty International and UN Official Condemn Killing of #EndSARS Protesters by Nigerian Forces	41	1	2020-10-22 07:34:41	
Wales to impose two-week deep firebreak: 'everyone must stay at home'	45	5	2020-10-19 20:38:10	
EU countries sound alarm about growing anti-5G movement: Updated figures from telecom industry lobby group GSMA showed there had been 221 arson attacks across 18 countries globally so far, with the U.K. (87), France (50) and the Netherlands (30) being most heavily hit	43	23	2020-10-19 20:10:31	
Thai protesters plan action after PM ignores deadline to quit	49	6	2020-10-25 02:03:43	
Epidemic of violence': Bangladesh approves death penalty for rape, but experts say crisis remains	46	5	2020-10-24 09:53:35	
North Korea says China dust could spread COVID-19, warns people to stay inside	45	12	2020-10-24 08:59:25	
Morgan Stanley expects SpaceX will be a $100 billion company thanks to Starlink and Starship	45	20	2020-10-23 10:33:25	
Asia suffering 'worst recession in living memory'	44	9	2020-10-22 14:22:38	
UK says China seeking biggest maritime fleet in the world	43	26	2020-10-21 18:46:12	
EU ministers to agree to make climate neutrality by 2050 binding	48	7	2020-10-21 05:09:29	
Armenia-Azerbaijan ceasefire proves short-lived again	46	10	2020-10-18 23:32:20	
114 dead, 21 missing in central Vietnam’s floods, landslides	39	1	2020-10-22 21:03:05	
Spain is first western European country to pass 1m Covid cases	47	2	2020-10-21 21:41:57	
Looters raid Nigeria food warehouse as unrest spreads	64	8	2020-10-25 06:55:42	
UN nuclear ban treaty to go into effect in 90 days	68	16	2020-10-25 06:09:45	
US calls Chinese visa offenders spies without showing evidence.	43	10	2020-10-24 03:05:49	
US sanctions Russian government institution tied to Malware	42	0	2020-10-24 02:31:47	
Goldman Sachs to pay $3bn over 1MDB corruption scandal	45	6	2020-10-22 23:06:08	
Spanish government considering nationwide state of alarm to implement a curfew	40	1	2020-10-22 13:18:48	
Taiwan official details China’s plan to solve Taiwan ‘problem’ by 2049: US military journal	41	9	2020-10-22 00:45:14	
"Bumblebees exposed to levels of radiation found within the Chernobyl exclusion zone suffered a ""significant"" drop in reproduction, in new research published Wednesday that scientists say should prompt a rethink of international calculations of nuclear environmental risk"	41	0	2020-10-21 17:35:43	
Thousands of retirees march in Belarus demanding Lukashenko’s resignation	39	5	2020-10-19 23:53:33	
Large 2,000-year-old cat discovered in Peru's Nazca lines	45	11	2020-10-19 20:49:52	
Over a dozen whales die after getting stranded on New Zealand beach	43	2	2020-10-19 15:05:25	
Islamic State calls on its fighters to target westerners in Saudi Arabia	42	9	2020-10-18 22:39:31	
18 dead, 57 wounded in suicide bombing at education centre in Afghanistan: officials	41	2	2020-10-24 23:58:51	
Fears mount as South Korea probes cause behind 36 people's deaths after flu vaccination	44	8	2020-10-24 07:26:01	
Poland's top court rules against abortions due to fetal defects	41	19	2020-10-23 01:20:58	
Greece asks EU to consider suspending customs union with Turkey	39	3	2020-10-20 21:28:18	
Thai authorities seek to censor coverage of student protests	38	1	2020-10-20 04:47:41	
Coronavirus: Germany bars entry to young au pairs	45	0	2020-10-19 19:08:03	
Germany, Spain, Italy, Hungary and Malta Blocked EU Sanctions Against Turkey	41	32	2020-10-19 18:57:32	
Police disperse fourth anti-lockdown march in London	44	3	2020-10-25 00:16:58	
Germany virus death toll passes 10,000: health institute	45	12	2020-10-24 21:15:29	
Vatican extends secretive deal with China on appointing bishops	45	4	2020-10-23 15:36:46	
France becomes 2nd Western European country to top 1M coronavirus cases	40	3	2020-10-22 20:29:17	
At least 12 civilians have been killed in an air strike on a religious school in northern Afghanistan. Officials said the strike on the village killed 11 children and their prayer leader. The Afghan government disputed the account, saying it had killed 12 Taliban fighters in the village.	44	7	2020-10-22 15:31:54	
Belgian foreign minister Wilmès in intensive care for Covid-19	39	1	2020-10-22 13:10:58	
Magazine reporter beaten by police inside Delhi police station | Reporters without borders	40	1	2020-10-22 01:09:43	
Belgium facing 'tsunami' of Covid infections, health minister says	43	1	2020-10-19 14:14:22	
Chinese diplomatic gatecrash incident alleged at Taiwan event in Suva, Fiji	38	6	2020-10-19 04:59:15	
Gunmen storm school in Cameroon, killing at least six children	42	8	2020-10-25 01:29:24	
MEPs accused of turning European agricultural policy into ‘extinction machine’	39	2	2020-10-24 16:16:19	
Goldman Sachs unit pleads guilty in Malaysian bribery case	39	1	2020-10-24 13:53:10	
Over 100 Dead as Vietnam is Hit With Most Severe Flood in Decades	38	1	2020-10-24 13:52:26	
Russia Continued Developing Novichok After Program's Official Closure, Investigation Says	43	2	2020-10-24 13:34:50	
Fatal poisoning of pair of peregrine falcons in North Yorkshire sparks police appeal	38	3	2020-10-22 21:14:15	
France teacher attack: Seven people to attend court over Samuel Paty's death	40	1	2020-10-21 13:14:30	
Beheaded Teacher To Posthumously Get France’s Highest Honor	39	5	2020-10-20 17:38:06	
Chinese scramble for Thailand's new special tourist visa	40	5	2020-10-20 12:12:17	
6 Russian military officers charged with a worldwide cyber attack	38	1	2020-10-19 23:15:42	
Senior al-Qaeda leader Abu Muhsin al-Masri killed in Afghanistan	55	13	2020-10-25 06:47:59	
Thailand protests snowball as rattled royalists blame a hidden foreign hand	37	3	2020-10-24 04:17:35	
Samuel Paty: French teacher's beheading directly linked to social media campaign, say prosecutors	35	2	2020-10-21 22:09:02	
Chile anniversary rallies turn violent as churches burned, police fire tear gas	37	0	2020-10-21 20:36:03	
Dozens killed and more wounded in peaceful protests by government forces in Nigeria	34	11	2020-10-21 05:42:42	
Kenya Sees New Surge of Coronavirus After Easing Restrictions	39	2	2020-10-20 03:39:01	
UN: Nuclear weapons ban treaty to enter into force	55	14	2020-10-25 04:54:21	
Afghanistan: 13 people killed, 30 injured in a suicide bomb attack outside an educational centre in Kabul	34	2	2020-10-24 18:29:49	
"China calls Russia's talk of possible military alliance ""positive"""	36	43	2020-10-24 02:25:01	
Fukushima: Contaminated water could damage human DNA, Greenpeace says	38	24	2020-10-23 15:32:41	
Golden passports': EU launches legal action against Cyprus and Malta	37	12	2020-10-21 23:02:48	
Chile puts its constitution on the ballot after year of civil unrest	41	1	2020-10-21 01:48:30	
Conjoined twins return home after successful separation	34	8	2020-10-20 13:33:58	
Thai authorities seek to censor coverage of student protests	36	2	2020-10-19 17:02:54	
Chile anniversary rallies turn violent as churches burned, police fire tear gas	39	2	2020-10-19 15:08:48	
Taiwan says diplomat sent to hospital after China spat in Fiji	35	5	2020-10-19 08:32:41	
Iran Announces Its COVID-19 Death Toll Passes 30,000	35	3	2020-10-19 07:22:07	
ISIS spokesman slams normalization with Israel and tells Muslims to attack oil pipelines in Saudi Arabia	35	11	2020-10-18 22:44:11	
France recalls envoy to Turkey after Erdogan questions Macron’s mental health	39	18	2020-10-24 21:25:44	
Asteroid samples leaking from jammed NASA spacecraft. The requirement for the $800 million-plus mission was to bring back a minimum 60 grams.	38	37	2020-10-24 13:14:56	
Far-right Vox party fails to get any other MPs to support no-confidence vote	36	0	2020-10-23 20:59:50	
French government blocks U.S. LNG deal as too dirty	35	2	2020-10-22 19:19:13	
Soldiers open fire on Nigerian anti-police brutality protesters in Lagos: witnesses	36	4	2020-10-21 02:47:23	
China says U.S. should stop meddling after exiled Tibetan leader visits State Department	33	41	2020-10-20 16:22:41	
Egypt says another trove of 80 ancient coffins found in Saqqara	33	7	2020-10-19 23:01:54	
Liberals and Greens win last two Australian Capital Territory election seats as Electoral Commissioner announces final results	36	0	2020-10-24 03:51:03	
China warns UK not to offer citizenship to Hong Kong residents	34	4	2020-10-23 14:42:48	
45 lawmakers urge US to boycott Saudi-hosted G20	31	5	2020-10-22 11:06:22	
The Canadian government is gearing up to review the effects legalizing cannabis has had on the country.	36	18	2020-10-21 18:02:00	
Policemen Open Fire On EndSARS Protesters In Abia State, Nigeria (Video)	32	0	2020-10-21 17:19:16	
Indonesia rejected US request to host spy planes	34	1	2020-10-20 15:35:40	
Dutch hospital airlifts patients to Germany amid virus surge	33	8	2020-10-25 01:54:52	
Johnson will wait for US election result before no-deal Brexit decision	35	23	2020-10-25 01:28:31	
China and Germany heading for superpower status as U.S. influence wanes, says Putin	35	40	2020-10-22 23:13:21	
Thailand lifts protest ban that backfired	34	1	2020-10-22 17:33:26	
Germany: Dresden knife attack likely motivated by Islamic extremism	36	9	2020-10-22 09:42:10	
European lawmakers call for release of Egypt's political prisoners	35	3	2020-10-22 00:41:34	
German health minister tests positive for COVID-19	38	0	2020-10-21 20:24:30	
